title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
"Animal Drugs, Feeds, and Related Products; Change of Sponsor; Technical Amendment",Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect the correct sponsor for an approved new animal drug application. The sponsor that is currently specified in the regulations is incorrect. This document amends the regulations to correct that error.,63 FR 59714, 98-29611,https://www.federalregister.gov/documents/1998/11/05/98-29611/animal-drugs-feeds-and-related-products-change-of-sponsor-technical-amendment,https://www.govinfo.gov/content/pkg/FR-1998-11-05/pdf/98-29611.pdf,11/5/1998
Ophthalmic and Topical Dosage Form New Animal Drugs; Eprinomectin,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Merial Ltd. The supplemental NADA provides for topical use of eprinomectin on cattle for treatment and control of two additional gastrointestinal roundworms and to establish of an acceptable daily intake (ADI) and tolerance for eprinomecrin residues in cattle muscle.,63 FR 59715, 98-29614,https://www.federalregister.gov/documents/1998/11/05/98-29614/ophthalmic-and-topical-dosage-form-new-animal-drugs-eprinomectin,https://www.govinfo.gov/content/pkg/FR-1998-11-05/pdf/98-29614.pdf,11/5/1998
Dental Devices; Classification of Sulfide Detection Device,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is classifying the sulfide detection device into class II (special controls). The special controls that will apply to the sulfide detection device are restriction to prescription use, conformance with recognized standards relating to biocompatibility, electrical safety and sterility, submission of performance data from analytical and clinical studies demonstrating device effectiveness and adherence to specific labeling requirements. The agency is taking this action in response to a petition submitted under the Federal Food, Drug, and Cosmetic Act (the act) as amended by the Medical Device Amendments of 1976, the Safe Medical Devices Act of 1990, and the Food and Drug Modernization Act of 1997. The agency is classifying sulfide detection devices into class II (special controls) in order to provide a reasonable assurance of safety and effectiveness of the device.",63 FR 59715, 98-29569,https://www.federalregister.gov/documents/1998/11/05/98-29569/dental-devices-classification-of-sulfide-detection-device,https://www.govinfo.gov/content/pkg/FR-1998-11-05/pdf/98-29569.pdf,11/5/1998
"General Hospital and Personal Use Devices: Classification of the Apgar Timer, Lice Removal Kit, and Infusion Stand",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is classifying the Apgar timer, the lice removal kit, and the infusion stand into class I (general controls) based on new information regarding these devices. FDA is also exempting the devices from the requirement of premarket notification and is exempting the Apgar timer from most of the requirements of the good manufacturing practice regulations. This action is taken under the Federal Food, Drug, and Cosmetic Act (the act), as amended by Medical Device Amendments of 1976 (the amendments), the Safe Medical Devices Act of 1990 (SMDA), and the Food and Drug Administration Modernization Act of 1997 (FDAMA).",63 FR 59717, 98-29568,https://www.federalregister.gov/documents/1998/11/05/98-29568/general-hospital-and-personal-use-devices-classification-of-the-apgar-timer-lice-removal-kit-and,https://www.govinfo.gov/content/pkg/FR-1998-11-05/pdf/98-29568.pdf,11/5/1998
Tamper-Evident Packaging Requirements for Over-the-Counter Human Drug Products,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending its regulations on tamper-resistant packaging to require that all over-the- counter (OTC) human drug products marketed in two-piece, hard gelatin capsules be sealed using a tamper-evident technology; to change the term ``tamper-resistant'' in the labeling of all OTC drug products to ``tamper-evident;'' and to specify that the required OTC drug product labeling statement must refer to all packaging features used to comply with the tamper-evident packaging requirements, including those on the secondary package, the immediate container or closure, and any capsule sealing technologies used. FDA is taking this action as a result of its continuing review of the potential public health threat posed by product tampering and to improve consumer protection by addressing specific vulnerabilities in the OTC drug market.",63 FR 59463, 98-29388,https://www.federalregister.gov/documents/1998/11/04/98-29388/tamper-evident-packaging-requirements-for-over-the-counter-human-drug-products,https://www.govinfo.gov/content/pkg/FR-1998-11-04/pdf/98-29388.pdf,11/4/1998
"Indirect Food Additives: Adjuvants, Production Aids, and Sanitizers",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to provide for the safe use of 2,9-dichloro-5,12- dihydroquinone[2,3-b]acridine-7,14-dione (C.I. Pigment Red 202) as a colorant for polymers used in contact with food. This action is in response to a petition filed by Ciba-Geigy Corp.",63 FR 59213, 98-29333,https://www.federalregister.gov/documents/1998/11/03/98-29333/indirect-food-additives-adjuvants-production-aids-and-sanitizers,https://www.govinfo.gov/content/pkg/FR-1998-11-03/pdf/98-29333.pdf,11/3/1998
Implantation or Injectable Dosage Form New Animal Drugs; Hyaluronate Sodium,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Anika Therapeutics, Inc. The supplemental NADA provides for equine use of hyaluronate sodium injection containing 11 milligrams hyaluronate sodium per milliliter (mg/mL) rather than the currently approved 10 mg/mL.",63 FR 59215, 98-29332,https://www.federalregister.gov/documents/1998/11/03/98-29332/implantation-or-injectable-dosage-form-new-animal-drugs-hyaluronate-sodium,https://www.govinfo.gov/content/pkg/FR-1998-11-03/pdf/98-29332.pdf,11/3/1998
New Animal Drugs for Use in Animal Feeds; Carbadox,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Pfizer Animal Health, Inc. The supplemental NADA provides for the establishment of a 42-day slaughter withdrawal period for use of carbadox in swine feed.",63 FR 59216, 98-29334,https://www.federalregister.gov/documents/1998/11/03/98-29334/new-animal-drugs-for-use-in-animal-feeds-carbadox,https://www.govinfo.gov/content/pkg/FR-1998-11-03/pdf/98-29334.pdf,11/3/1998
Medical Devices; Humanitarian Use of Devices,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is issuing a final rule amending the regulations governing humanitarian use devices (HUD's). These amendments are being made to implement provisions of the Federal Food, Drug, and Cosmetic Act (the act) as amended by the Food and Drug Administration Modernization Act of 1997 (FDAMA).",63 FR 59217, 98-29391,https://www.federalregister.gov/documents/1998/11/03/98-29391/medical-devices-humanitarian-use-of-devices,https://www.govinfo.gov/content/pkg/FR-1998-11-03/pdf/98-29391.pdf,11/3/1998
Medical Devices; Exemptions From Premarket Notification; Class II Devices,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is codifying the exemption from premarket notification of all 62 class II (special controls) devices listed as exempt in a January 21, 1998, Federal Register notice, subject to the limitations on exemptions. FDA has determined that for these exempted devices, manufacturers' submissions of premarket notifications are unnecessary to provide a reasonable assurance of safety and effectiveness. These devices will remain subject to current good manufacturing practice (CGMP) regulations and other general controls. This rulemaking implements new authorities delegated to FDA under the Food and Drug Administration Modernization Act (FDAMA). EFFECTIVE DATE: November 3, 1998.",63 FR 59222, 98-29189,https://www.federalregister.gov/documents/1998/11/03/98-29189/medical-devices-exemptions-from-premarket-notification-class-ii-devices,https://www.govinfo.gov/content/pkg/FR-1998-11-03/pdf/98-29189.pdf,11/3/1998
Food Labeling: Warning and Notice Statement; Labeling of Juice Products; Technical Scientific Workshops; Requests for Additional Time to Achieve the Pathogen Reduction Standard,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is announcing two technical scientific workshops to discuss and clarify issues related to the implementation of the agency's rule requiring a warning statement for certain juice products. In particular, the workshops will address the pathogen reduction interventions that have been developed for citrus juice production and the methods for measuring and validating such systems. FDA is also announcing a process by which individual manufacturers of citrus juices may request additional time, beyond the current compliance date of November 5, 1998, to implement a validated system of control measures that achieves the required reduction in pathogenic microorganisms. Manufacturers who implement such control measures will not be required to use the warning statement on their juice products. These actions are being taken in response to requests from several fresh citrus juice manufacturers that have indicated they want to implement improved controls but need additional time to do so.",63 FR 57594, 98-28901,https://www.federalregister.gov/documents/1998/10/28/98-28901/food-labeling-warning-and-notice-statement-labeling-of-juice-products-technical-scientific-workshops,https://www.govinfo.gov/content/pkg/FR-1998-10-28/pdf/98-28901.pdf,10/28/1998
Food Additives Permitted For Direct Addition to Food For Human Consumption; Polydextrose,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to permit aqueous transition metal catalytic hydrogenation in the production of polydextrose and to adopt the specifications for polydextrose of the Food Chemicals Codex, 4th ed., 1996. This action is in response to a petition filed by Cultor Food Science, Inc.",63 FR 57596, 98-28780,https://www.federalregister.gov/documents/1998/10/28/98-28780/food-additives-permitted-for-direct-addition-to-food-for-human-consumption-polydextrose,https://www.govinfo.gov/content/pkg/FR-1998-10-28/pdf/98-28780.pdf,10/28/1998
New Animal Drugs for Use in Animal Feeds; Chlortetracycline,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Roche Vitamins, Inc. The supplemental NADA provides for use of a chlortetracycline (CTC) Type A medicated article in Type C medicated feeds for chickens producing eggs for human consumption, a tolerance for residues in eggs, and an acceptable daily intake (ADI) for total tetracycline residues in humans.",63 FR 57245, 98-28635,https://www.federalregister.gov/documents/1998/10/27/98-28635/new-animal-drugs-for-use-in-animal-feeds-chlortetracycline,https://www.govinfo.gov/content/pkg/FR-1998-10-27/pdf/98-28635.pdf,10/27/1998
New Animal Drugs for Use in Animal Feeds; Narasin and Nicarbazin With Lincomycin,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a new animal drug application (NADA) filed by Elanco Animal Health, Division of Eli Lilly and Co. The NADA provides for combining approved narasin, nicarbazin, and lincomycin Type A medicated articles to make combination drug Type C medicated broiler chicken feeds for prevention of certain forms of coccidiosis and for increased rate of weight gain and improved feed efficiency.",63 FR 57248, 98-28634,https://www.federalregister.gov/documents/1998/10/27/98-28634/new-animal-drugs-for-use-in-animal-feeds-narasin-and-nicarbazin-with-lincomycin,https://www.govinfo.gov/content/pkg/FR-1998-10-27/pdf/98-28634.pdf,10/27/1998
General and Plastic Surgery Devices: Reclassification of the Tweezer-Type Epilator,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is issuing a final rule to reclassify the tweezer-type epilator from class III (premarket approval) to class I (general controls) when intended to remove hair. FDA is also exempting this device from the premarket notification (510(k)) requirements. This action is taken on the Secretary of Health and Human Services' own initiative based on new information. This action is being taken under the Federal Food, Drug, and Cosmetic Act (the act), as amended by the Medical Device Amendments of 1976 (the 1976 amendments), the Safe Medical Devices Act of 1990 (the SMDA), and the Food and Drug Administration Modernization Act of 1997 (FDAMA). DATES: This regulation is effective November 25, 1998. FOR FURTHER INFORMATION CONTACT: Stephen P. Rhodes, Center for Devices and Radiological Health (HFZ-410), Food and Drug Administration, 9200 Corporate Blvd., Rockville, MD 20850, 301-594-3090.",63 FR 57059, 98-28579,https://www.federalregister.gov/documents/1998/10/26/98-28579/general-and-plastic-surgery-devices-reclassification-of-the-tweezer-type-epilator,https://www.govinfo.gov/content/pkg/FR-1998-10-26/pdf/98-28579.pdf,10/26/1998
Indirect Food Additives: Adhesives and Components of Coatings,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to provide for the safe use of polyethylene glycol mono-isotridecyl ether sulfate, sodium salt as a surfactant in adhesives intended for use in contact with food. This action is in response to a petition filed by Servo Delden BV.",63 FR 56786, 98-28410,https://www.federalregister.gov/documents/1998/10/23/98-28410/indirect-food-additives-adhesives-and-components-of-coatings,https://www.govinfo.gov/content/pkg/FR-1998-10-23/pdf/98-28410.pdf,10/23/1998
"Indirect Food Additives: Adjuvants, Production Aids, and Sanitizers; Technical Amendment",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations for the use of sodium 2,2'-methylenebis(4,6-di- tert-butylphenyl)phosphate as a clarifying agent in high density polyethylene intended for use in contact with food. When the regulation was last amended, the agency inadvertently omitted the limitation on the use level for the additive. This document corrects that inadvertent omission.",63 FR 56789, 98-28409,https://www.federalregister.gov/documents/1998/10/23/98-28409/indirect-food-additives-adjuvants-production-aids-and-sanitizers-technical-amendment,https://www.govinfo.gov/content/pkg/FR-1998-10-23/pdf/98-28409.pdf,10/23/1998
Over-the-Counter Drug Products Containing Analgesic/Antipyretic Active Ingredients for Internal Use; Required Alcohol Warning,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending its regulations to require an alcohol warning for all over-the-counter (OTC) drug products, labeled for adult use, containing internal analgesic/antipyretic active ingredients. The required warning statements advise consumers with a history of heavy alcohol use to consult a physician for advice about the use of OTC internal analgesic/ antipyretic drug products. FDA is issuing this final rule after considering comments on the agency's proposed regulation for OTC internal analgesic, antipyretic, and antirheumatic drug products; a proposed regulation to establish an alcohol warning; recommendations of its Nonprescription Drugs Advisory Committee (NDAC) and Arthritis Drugs Advisory Committee (ADAC); and new data and information that have come to the agency's attention. This final rule is part of the ongoing review of OTC drug products conducted by FDA.",63 FR 56789, 98-28520,https://www.federalregister.gov/documents/1998/10/23/98-28520/over-the-counter-drug-products-containing-analgesicantipyretic-active-ingredients-for-internal-use,https://www.govinfo.gov/content/pkg/FR-1998-10-23/pdf/98-28520.pdf,10/23/1998
"Internal Analgesic, Antipyretic, and Antirheumatic Drug Products for Over-The-Counter Human Use; Final Rule for Professional Labeling of Aspirin, Buffered Aspirin, and Aspirin in Combination With Antacid Drug Products",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is issuing as a final rule professional labeling for over-the-counter (OTC) internal analgesic, antipyretic, and antirheumatic drug products containing aspirin, buffered aspirin, and aspirin in combination with an antacid. This portion of the final monograph is being issued prior to the entire monograph so that the professional labeling of these products will reflect the latest information on cardiovascular, cerebrovascular, and rheumatologic uses. FDA is issuing this final rule after considering comments on the agency's proposed regulation for OTC internal analgesic, antipyretic, and antirheumatic drug products, a proposed amendment to the regulation, and data and information that have come to the agency's attention.",63 FR 56802, 98-28519,https://www.federalregister.gov/documents/1998/10/23/98-28519/internal-analgesic-antipyretic-and-antirheumatic-drug-products-for-over-the-counter-human-use-final,https://www.govinfo.gov/content/pkg/FR-1998-10-23/pdf/98-28519.pdf,10/23/1998
Quality Mammography Standards; Correcting Amendment,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is correcting its regulations governing mammography, published in a document entitled ``Quality Mammography Standards'' that appeared in the Federal Register of October 28, 1997. The regulations are effective April 28, 1999; except Sec. 900.12(b)(8)(i), (e)(4)(iii)(B), and (e)(5)(i)(B), which become effective October 28, 2002. The October 28, 1997, document was published with some inadvertent typographical errors. Some of those errors were corrected in a document entitled ``Quality Mammography Standards; Correction'' that appeared in the Federal Register of November 10, 1997, but additional typographical errors occurred in the publication of this document. In addition, since November 10, 1997, certain other problems with the text of the regulations have been identified that, if uncorrected, would lead to unforeseen and undesirable consequences. This document corrects those errors.",63 FR 56555, 98-28148,https://www.federalregister.gov/documents/1998/10/22/98-28148/quality-mammography-standards-correcting-amendment,https://www.govinfo.gov/content/pkg/FR-1998-10-22/pdf/98-28148.pdf,10/22/1998
Indirect Food Additives: Polymers,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is amending the food additive regulations to provide for the safe use of a polyester- polyurethane resin-acid dianhydride adhesive in retortable pouches intended for use in contact with food.,63 FR 55942, 98-27993,https://www.federalregister.gov/documents/1998/10/20/98-27993/indirect-food-additives-polymers,https://www.govinfo.gov/content/pkg/FR-1998-10-20/pdf/98-27993.pdf,10/20/1998
"Indirect Food Additives: Adjuvants, Production Aids, and Sanitizers",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to provide for the expanded safe use of 2-methyl- 4,6-bis[(octylthio)methyl]phenol intended for use in food-contact applications. This action is in response to a petition filed by Ciba Specialty Chemicals Corp.",63 FR 55944, 98-27992,https://www.federalregister.gov/documents/1998/10/20/98-27992/indirect-food-additives-adjuvants-production-aids-and-sanitizers,https://www.govinfo.gov/content/pkg/FR-1998-10-20/pdf/98-27992.pdf,10/20/1998
"Indirect Food Additives: Adjuvants, Production Aids, and Sanitizers",Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to provide for the safe use of 2,9- dimethylanthra(2,1,9-def:6,5,10-d'e'f')diisoquinoline-1,3,8,10(2H,9H)- tetrone, (C.I. Pigment Red 179) as a colorant for all polymers intended for use in contact with food. This action responds to a petition filed by BASF Corp.",63 FR 55945, 98-28060,https://www.federalregister.gov/documents/1998/10/20/98-28060/indirect-food-additives-adjuvants-production-aids-and-sanitizers,https://www.govinfo.gov/content/pkg/FR-1998-10-20/pdf/98-28060.pdf,10/20/1998
New Animal Drugs For Use In Animal Feeds; Ivermectin,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Merial Ltd. The supplemental NADA provides for use of ivermectin Type A medicated articles to make Type B and C medicated swine feeds, to make Type C feed for treatment and control of threadworms (Strongyloides ransomi), and as top-dressing for individual treatment of adult swine.",63 FR 54352, 98-27080,https://www.federalregister.gov/documents/1998/10/09/98-27080/new-animal-drugs-for-use-in-animal-feeds-ivermectin,https://www.govinfo.gov/content/pkg/FR-1998-10-09/pdf/98-27080.pdf,10/9/1998
Medical Devices; 30-Day Notices and 135-Day PMA Supplement Review,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending its regulations governing the submission and review of premarket approval (PMA) supplements to provide for the submission of a 30-day notice for modifications to manufacturing procedures or methods of manufacture. Amendments are being made to implement revisions to the Federal Food, Drug, and Cosmetic Act (the act) as amended by the Food and Drug Administration Modernization Act of 1997 (FDAMA).",63 FR 54042, 98-26928,https://www.federalregister.gov/documents/1998/10/08/98-26928/medical-devices-30-day-notices-and-135-day-pma-supplement-review,https://www.govinfo.gov/content/pkg/FR-1998-10-08/pdf/98-26928.pdf,10/8/1998
Implantation or Injectable Dosage Form New Animal Drugs; Iron Dextran Injection,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of an abbreviated new animal drug application (ANADA) filed by Phoenix Scientific, Inc. The ANADA provides for use of iron dextran injection in baby pigs for prevention or treatment of iron deficiency anemia.",63 FR 53577, 98-26648,https://www.federalregister.gov/documents/1998/10/06/98-26648/implantation-or-injectable-dosage-form-new-animal-drugs-iron-dextran-injection,https://www.govinfo.gov/content/pkg/FR-1998-10-06/pdf/98-26648.pdf,10/6/1998
Implantation or Injectable Dosage Form New Animal Drugs; Ceftiofur Hydrochloride Sterile Suspension,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of two supplemental new animal drug applications (NADA's) filed by Pharmacia & Upjohn Co. One supplemental NADA provides for veterinary prescription use of ceftiofur hydrochloride sterile suspension for intramuscular or subcutaneous injection in cattle for treatment of bovine respiratory disease and acute bovine interdigital necrobacillosis. The second supplemental NADA provides for a revised label warning against use in veal calves.,63 FR 53578, 98-26650,https://www.federalregister.gov/documents/1998/10/06/98-26650/implantation-or-injectable-dosage-form-new-animal-drugs-ceftiofur-hydrochloride-sterile-suspension,https://www.govinfo.gov/content/pkg/FR-1998-10-06/pdf/98-26650.pdf,10/6/1998
Food Additives Permitted in Feed and Drinking Water of Animals; Formaldehyde,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the regulations for food additives permitted in feed and drinking water of animals to provide for the safe use of formaldehyde (CAS No. 50-00-0; 37 percent aqueous solution), at a rate of 5.4 pounds (2.5 kilograms) per ton, as an antimicrobial food additive for maintaining animal feeds and feed ingredients Salmonella negative for up to 21 days. This action is in response to a food additive petition filed by Anitox Corp. of Buford, GA.",63 FR 53579, 98-26646,https://www.federalregister.gov/documents/1998/10/06/98-26646/food-additives-permitted-in-feed-and-drinking-water-of-animals-formaldehyde,https://www.govinfo.gov/content/pkg/FR-1998-10-06/pdf/98-26646.pdf,10/6/1998
Oral Dosage Form New Animal Drugs; Lufenuron Tablets,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Novartis Animal Health US, Inc. The supplemental NADA provides for revising the specifications and conditions of use of lufenuron tablets for dogs and cats for control of flea populations.",63 FR 52968, 98-26423,https://www.federalregister.gov/documents/1998/10/02/98-26423/oral-dosage-form-new-animal-drugs-lufenuron-tablets,https://www.govinfo.gov/content/pkg/FR-1998-10-02/pdf/98-26423.pdf,10/2/1998
New Animal Drugs For Use In Animal Feeds; Tiamulin and Chlortetracycline,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Boehringer Ingelheim Vetmedica, Inc. The supplemental NADA provides for an additional source of chlortetracycline (CTC) Type A medicated articles used to make Type B and C medicated swine feeds containing tiamulin and CTC.",63 FR 52968, 98-26426,https://www.federalregister.gov/documents/1998/10/02/98-26426/new-animal-drugs-for-use-in-animal-feeds-tiamulin-and-chlortetracycline,https://www.govinfo.gov/content/pkg/FR-1998-10-02/pdf/98-26426.pdf,10/2/1998
New Animal Drugs For Use In Animal Feeds; Monensin and Bacitracin Methylene Disalicylate,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Elanco Animal Health, A Division of Eli Lilly & Co. The supplemental NADA provides for using approved single ingredient monensin and bacitracin methylene disalicylate (BMD) Type A medicated articles to make an additional approved combination for a monensin/BMD Type C medicated turkey feed.",63 FR 52969, 98-26425,https://www.federalregister.gov/documents/1998/10/02/98-26425/new-animal-drugs-for-use-in-animal-feeds-monensin-and-bacitracin-methylene-disalicylate,https://www.govinfo.gov/content/pkg/FR-1998-10-02/pdf/98-26425.pdf,10/2/1998
Implantation or Injectable Dosage Form New Animal Drugs; Oxytetracycline Injection,Rule,DEPARTMENT OF HEALTH AND HUMAN RESOURCES; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Pfizer, Inc. The supplemental NADA provides for intramuscular, intravenous, and subcutaneous use of oxytetracycline injection in lactating dairy cattle in addition to use in beef cattle, nonlactating dairy cattle, calves including preruminating (veal) calves, and swine.",63 FR 52157, 98-26081,https://www.federalregister.gov/documents/1998/09/30/98-26081/implantation-or-injectable-dosage-form-new-animal-drugs-oxytetracycline-injection,https://www.govinfo.gov/content/pkg/FR-1998-09-30/pdf/98-26081.pdf,9/30/1998
Oral Dosage Form New Animal Drugs; Streptomycin Oral Solution,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of an abbreviated new animal drug application (ANADA) filed by Contemporary Products, Inc. The ANADA provides for the use of streptomycin oral solution in drinking water for the treatment of nonspecific infectious enteritis in chickens and for the treatment of bacterial enteritis in swine and calves.",63 FR 51820, 98-25904,https://www.federalregister.gov/documents/1998/09/29/98-25904/oral-dosage-form-new-animal-drugs-streptomycin-oral-solution,https://www.govinfo.gov/content/pkg/FR-1998-09-29/pdf/98-25904.pdf,9/29/1998
New Animal Drugs; Change of Sponsor,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect a change of sponsor for an approved new animal drug application (NADA) from Fujisawa USA, Inc., to American Pharmaceutical Partners, Inc.",63 FR 51821, 98-25909,https://www.federalregister.gov/documents/1998/09/29/98-25909/new-animal-drugs-change-of-sponsor,https://www.govinfo.gov/content/pkg/FR-1998-09-29/pdf/98-25909.pdf,9/29/1998
Implantation or Injectable Dosage Form New Animal Drugs; Ketamine Hydrochloride Injection,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of an abbreviated new animal drug application (ANADA) filed by Lloyd, Inc. The ANADA provides for veterinary prescription use of ketamine hydrochloride injection in cats for restraint or as an anesthetic and in subhuman primates for restraint.",63 FR 51822, 98-25910,https://www.federalregister.gov/documents/1998/09/29/98-25910/implantation-or-injectable-dosage-form-new-animal-drugs-ketamine-hydrochloride-injection,https://www.govinfo.gov/content/pkg/FR-1998-09-29/pdf/98-25910.pdf,9/29/1998
New Animal Drugs For Use In Animal Feeds; Narasin and Bacitracin Methylene Disalicylate with Roxarsone,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Alpharma Inc. The supplemental NADA provides for using approved narasin, bacitracin methylene disalicylate (BMD), and roxarsone Type A medicated articles to make Type C medicated broiler chicken feeds.",63 FR 51823, 98-25913,https://www.federalregister.gov/documents/1998/09/29/98-25913/new-animal-drugs-for-use-in-animal-feeds-narasin-and-bacitracin-methylene-disalicylate-with,https://www.govinfo.gov/content/pkg/FR-1998-09-29/pdf/98-25913.pdf,9/29/1998
New Animal Drugs for Use In Animal Feeds; Bacitracin Methylene Disalicylate and Decoquinate,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a new animal drug application (NADA) filed by Alpharma Inc. The NADA provides for using approved bacitracin methylene disalicylate (BMD) and decoquinate Type A medicated articles to make Type C medicated broiler chicken feeds used for prevention of coccidiosis, and for increased rate of weight gain and improved feed efficiency.",63 FR 51824, 98-25911,https://www.federalregister.gov/documents/1998/09/29/98-25911/new-animal-drugs-for-use-in-animal-feeds-bacitracin-methylene-disalicylate-and-decoquinate,https://www.govinfo.gov/content/pkg/FR-1998-09-29/pdf/98-25911.pdf,9/29/1998
Medical Devices; Establishment Registration and Device Listing for Manufacturers and Distributors of Devices,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending certain regulations governing establishment registration and device listing by domestic distributors. These amendments are being made to implement revisions to the Federal Food, Drug, and Cosmetic Act (the act), as amended by the Food and Drug Modernization Act of 1997 (FDAMA). Elsewhere in this issue of the Federal Register, FDA is publishing a companion proposed rule, under FDA's usual procedures for notice and comment, to provide a procedural framework to finalize the rule in the event the agency receives any significant adverse comment and withdraws the direct final rule.",63 FR 51825, 98-25796,https://www.federalregister.gov/documents/1998/09/29/98-25796/medical-devices-establishment-registration-and-device-listing-for-manufacturers-and-distributors-of,https://www.govinfo.gov/content/pkg/FR-1998-09-29/pdf/98-25796.pdf,9/29/1998
Indirect Food Additives: Adhesives and Components of Coatings,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is amending the food additive regulations to provide for the safe use of 2-hydroxy-1-[4-(2- hydroxyethoxy)phenyl]-2-methyl-1-propanone as a photoinitiator for adhesives and pressure-sensitive adhesives intended for use in food- contact applications. This action responds to a petition filed by Ciba Specialty Chemicals Corp.,63 FR 51527, 98-25795,https://www.federalregister.gov/documents/1998/09/28/98-25795/indirect-food-additives-adhesives-and-components-of-coatings,https://www.govinfo.gov/content/pkg/FR-1998-09-28/pdf/98-25795.pdf,9/28/1998
