title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Medical Devices; Gastroenterology-Urology Devices; Classification of the Endoscopic Pancreatic Debridement Device,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the endoscopic pancreatic debridement device into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the endoscopic pancreatic debridement device's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72984, 2024-20248,https://www.federalregister.gov/documents/2024/09/09/2024-20248/medical-devices-gastroenterology-urology-devices-classification-of-the-endoscopic-pancreatic,https://www.govinfo.gov/content/pkg/FR-2024-09-09/pdf/2024-20248.pdf,09/09/2024
Medical Devices; Gastroenterology-Urology Devices; Classification of the Hemodialyzer With Expanded Solute Removal Profile,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the hemodialyzer with expanded solute removal profile into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the hemodialyzer with expanded solute removal profile's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72715, 2024-20081,https://www.federalregister.gov/documents/2024/09/06/2024-20081/medical-devices-gastroenterology-urology-devices-classification-of-the-hemodialyzer-with-expanded,https://www.govinfo.gov/content/pkg/FR-2024-09-06/pdf/2024-20081.pdf,09/06/2024
Medical Devices; Hematology and Pathology Devices; Classification of the Heparin and Direct Oral Factor Xa Inhibitor Drug Test System,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the heparin and direct oral factor Xa inhibitor drug test system into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the heparin and direct oral factor Xa inhibitor drug test system's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72315, 2024-19824,https://www.federalregister.gov/documents/2024/09/05/2024-19824/medical-devices-hematology-and-pathology-devices-classification-of-the-heparin-and-direct-oral,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19824.pdf,09/05/2024
Medical Devices; Cardiovascular Devices; Classification of the Adjunctive Open Loop Fluid Therapy Recommender,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the adjunctive open loop fluid therapy recommender into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the adjunctive open loop fluid therapy recommender's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 72317, 2024-19736,https://www.federalregister.gov/documents/2024/09/05/2024-19736/medical-devices-cardiovascular-devices-classification-of-the-adjunctive-open-loop-fluid-therapy,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19736.pdf,09/05/2024
Medical Devices; Dental Devices; Classification of the Radiofrequency Toothbrush,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the radiofrequency toothbrush into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the radiofrequency toothbrush's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 72320, 2024-19868,https://www.federalregister.gov/documents/2024/09/05/2024-19868/medical-devices-dental-devices-classification-of-the-radiofrequency-toothbrush,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19868.pdf,09/05/2024
Medical Devices; Ophthalmic Devices; Classification of the Hydrophilic Re-Coating Solution,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the hydrophilic re-coating solution into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the hydrophilic re-coating solution's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 72322, 2024-19882,https://www.federalregister.gov/documents/2024/09/05/2024-19882/medical-devices-ophthalmic-devices-classification-of-the-hydrophilic-re-coating-solution,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19882.pdf,09/05/2024
Food Additives Permitted in Feed and Drinking Water of Animals; Pichia Pastoris Dried Yeast,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is amending the food additive regulations to update the organism Pichia pastoris which has been renamed as Komagataella pastoris. Additionally, the food additive regulation is being updated to include language to clarify that the yeast is non-viable in the market formulation. This action is being taken to improve the accuracy of the regulations.",89 FR 72315, 2024-19856,https://www.federalregister.gov/documents/2024/09/05/2024-19856/food-additives-permitted-in-feed-and-drinking-water-of-animals-pichia-pastoris-dried-yeast,https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19856.pdf,09/05/2024
Medical Devices; Dental Devices; Classification of the Neuromuscular Tongue Muscle Stimulator for the Reduction of Snoring and Obstructive Sleep Apnea,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the neuromuscular tongue muscle stimulator for the reduction of snoring and obstructive sleep apnea into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the neuromuscular tongue muscle stimulator for the reduction of snoring and obstructive sleep apnea's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 71153, 2024-19725,https://www.federalregister.gov/documents/2024/09/03/2024-19725/medical-devices-dental-devices-classification-of-the-neuromuscular-tongue-muscle-stimulator-for-the,https://www.govinfo.gov/content/pkg/FR-2024-09-03/pdf/2024-19725.pdf,09/03/2024
Medical Devices; Neurological Devices; Classification of the Digital Therapy Device for Attention Deficit Hyperactivity Disorder,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the digital therapy device for Attention Deficit Hyperactivity Disorder into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the digital therapy device for Attention Deficit Hyperactivity Disorder's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 71155, 2024-19720,https://www.federalregister.gov/documents/2024/09/03/2024-19720/medical-devices-neurological-devices-classification-of-the-digital-therapy-device-for-attention,https://www.govinfo.gov/content/pkg/FR-2024-09-03/pdf/2024-19720.pdf,09/03/2024
Medical Devices; Orthopedic Devices; Classification of the Intervertebral Body Graft Containment Device,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the intervertebral body graft containment device into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the intervertebral body graft containment device's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 71157, 2024-19726,https://www.federalregister.gov/documents/2024/09/03/2024-19726/medical-devices-orthopedic-devices-classification-of-the-intervertebral-body-graft-containment,https://www.govinfo.gov/content/pkg/FR-2024-09-03/pdf/2024-19726.pdf,09/03/2024
Medical Devices; Physical Medicine Devices; Classification of the External Compression Device for Internal Jugular Vein Compression,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA or we) is classifying the external compression device for internal jugular vein compression into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the external compression device for internal jugular vein compression's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.,89 FR 71159, 2024-19722,https://www.federalregister.gov/documents/2024/09/03/2024-19722/medical-devices-physical-medicine-devices-classification-of-the-external-compression-device-for,https://www.govinfo.gov/content/pkg/FR-2024-09-03/pdf/2024-19722.pdf,09/03/2024
Catastrophic Health Emergency Fund,Rule,Health and Human Services Department; Indian Health Service,"The Indian Health Service (IHS or Service) administers the Catastrophic Health Emergency Fund (CHEF) pursuant to section 202 of the Indian Health Care Improvement Act (IHCIA). The purpose of the CHEF is to meet the extraordinary medical costs associated with the treatment of victims of disasters or catastrophic illnesses who are within the responsibility of the Service. This document finalizes the regulations governing the administration of the CHEF, with clarifying edits, and responds to comments received on the proposed rule.",89 FR 70527, 2024-19421,https://www.federalregister.gov/documents/2024/08/30/2024-19421/catastrophic-health-emergency-fund,https://www.govinfo.gov/content/pkg/FR-2024-08-30/pdf/2024-19421.pdf,08/30/2024
Prohibition of Sale of Tobacco Products to Persons Younger Than 21 Years of Age,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration is issuing a final rule to make conforming changes as required by the Further Consolidated Appropriations Act, 2020 (Appropriations Act), which established a new Federal minimum age of sale for tobacco products. These conforming changes include increasing the minimum age of sale for cigarettes, smokeless tobacco, and covered tobacco products from 18 to 21 years of age; increasing the minimum age for age verification by means of photographic identification for cigarettes, smokeless tobacco, and covered tobacco products from under the age of 27 to under the age of 30; increasing the minimum age of individuals who may be present or permitted to enter facilities that maintain vending machines to sell cigarettes, smokeless tobacco, or covered tobacco products from 18 to 21 years of age; and increasing the minimum age of individuals who may be present or permitted to enter facilities that maintain self-service displays that sell cigarettes or smokeless tobacco from 18 to 21 years of age.",89 FR 70483, 2024-19481,https://www.federalregister.gov/documents/2024/08/30/2024-19481/prohibition-of-sale-of-tobacco-products-to-persons-younger-than-21-years-of-age,https://www.govinfo.gov/content/pkg/FR-2024-08-30/pdf/2024-19481.pdf,08/30/2024
Medical Devices and Device-Led Combination Products; Voluntary Malfunction Summary Reporting for Manufacturers,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is announcing a minor, technical modification to an alternative that permits manufacturer reporting of certain device malfunction medical device reports (MDRs) in summary form on a quarterly basis. We refer to this alternative as the ""Voluntary Malfunction Summary Reporting Program.""",89 FR 70096, 2024-19414,https://www.federalregister.gov/documents/2024/08/29/2024-19414/medical-devices-and-device-led-combination-products-voluntary-malfunction-summary-reporting-for,https://www.govinfo.gov/content/pkg/FR-2024-08-29/pdf/2024-19414.pdf,08/29/2024
Medicare and Medicaid Programs and the Children's Health Insurance Program; Hospital Inpatient Prospective Payment Systems for Acute Care Hospitals and the Long-Term Care Hospital Prospective Payment System and Policy Changes and Fiscal Year 2025 Rates; Quality Programs Requirements; and Other Policy Changes,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,This final rule revises the Medicare hospital inpatient prospective payment systems (IPPS) for operating and capital-related costs of acute care hospitals; makes changes relating to Medicare graduate medical education (GME) for teaching hospitals; updates the payment policies and the annual payment rates for the Medicare prospective payment system (PPS) for inpatient hospital services provided by long-term care hospitals (LTCHs); and makes other policy- related changes.,89 FR 68986, 2024-17021,https://www.federalregister.gov/documents/2024/08/28/2024-17021/medicare-and-medicaid-programs-and-the-childrens-health-insurance-program-hospital-inpatient,https://www.govinfo.gov/content/pkg/FR-2024-08-28/pdf/2024-17021.pdf,08/28/2024
Mammography Quality Standards Act and Regulation Amendments: Small Entity Compliance Guide; Guidance for Industry and Food and Drug Administration Staff; Availability,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) is announcing the availability of a guidance for industry entitled ""Mammography Quality Standards Act and Regulation Amendments: Small Entity Compliance Guide."" The Mammography Quality Standards Act of 1992 (MQSA) final rule amended FDA's regulations to address, among other things, standards for accreditation bodies, certifying agencies, mammography equipment, quality assurance testing, and clinical image quality, as well as to require certain breast density information be provided by mammography facilities to patients and their healthcare providers. The small entity compliance guide (SECG) is intended to help small entities comply with the MQSA final rule.",89 FR 68364, 2024-19059,https://www.federalregister.gov/documents/2024/08/26/2024-19059/mammography-quality-standards-act-and-regulation-amendments-small-entity-compliance-guide-guidance,https://www.govinfo.gov/content/pkg/FR-2024-08-26/pdf/2024-19059.pdf,08/26/2024
Food Additives Permitted in Feed and Drinking Water of Animals; Fermented Ammoniated Condensed Whey,Rule,Health and Human Services Department; Food and Drug Administration,The Food and Drug Administration (FDA) is amending the food additive regulations to update the production organism Lactobacillus bulgaricus that has been scientifically reclassified to Lactobacillus delbrueckii. This action is being taken to improve the accuracy and clarity of the regulations.,89 FR 67856, 2024-18824,https://www.federalregister.gov/documents/2024/08/22/2024-18824/food-additives-permitted-in-feed-and-drinking-water-of-animals-fermented-ammoniated-condensed-whey,https://www.govinfo.gov/content/pkg/FR-2024-08-22/pdf/2024-18824.pdf,08/22/2024
Supporting the Head Start Workforce and Consistent Quality Programming,Rule,Health and Human Services Department,"This final rule makes regulatory changes to the Head Start Program Performance Standards (HSPPS) to support and stabilize the Head Start workforce and improve the quality of services Head Start programs provide to children and families. These changes include requirements for wages and benefits, breaks for staff, and enhanced support for staff health and wellness. The changes also include enhancements to mental health services to better integrate mental health into every aspect of program service delivery. Enhancements are also included in the areas of family service worker family assignments, identifying and meeting community needs, ensuring child safety, services for pregnant women and other pregnant people, and alignment with State early childhood systems. Finally, the changes include minor clarifications to promote better transparency and clarity of understanding for grant recipients.",89 FR 67720, 2024-18279,https://www.federalregister.gov/documents/2024/08/21/2024-18279/supporting-the-head-start-workforce-and-consistent-quality-programming,https://www.govinfo.gov/content/pkg/FR-2024-08-21/pdf/2024-18279.pdf,08/21/2024
Medical Devices; Immunology and Microbiology Devices; Classification of the Device To Detect and Identify Nucleic Acid Targets Including SARS-CoV-2 in Respiratory Specimens,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the device to detect and identify nucleic acid targets in respiratory specimens from microbial agents that cause the SARS-CoV-2 respiratory infection and other microbial agents when in a multi-target test into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the device to detect and identify nucleic acid targets in respiratory specimens from microbial agents that cause the SARS-CoV-2 respiratory infection and other microbial agents when in a multi-target test's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 66552, 2024-18266,https://www.federalregister.gov/documents/2024/08/16/2024-18266/medical-devices-immunology-and-microbiology-devices-classification-of-the-device-to-detect-and,https://www.govinfo.gov/content/pkg/FR-2024-08-16/pdf/2024-18266.pdf,08/16/2024
Medical Devices; Immunology and Microbiology Devices; Classification of the Device To Detect and Identify Selected Microbial Agents That Cause Acute Febrile Illness,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the device to detect and identify selected microbial agents that cause acute febrile illness into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the device to detect and identify selected microbial agents that cause acute febrile illness's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 66556, 2024-18264,https://www.federalregister.gov/documents/2024/08/16/2024-18264/medical-devices-immunology-and-microbiology-devices-classification-of-the-device-to-detect-and,https://www.govinfo.gov/content/pkg/FR-2024-08-16/pdf/2024-18264.pdf,08/16/2024
Medical Devices; General Hospital and Personal Use Devices; Classification of the Intravenous Catheter Force-Activated Separation Device,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is classifying the intravenous catheter force-activated separation device into class II (special controls). The special controls that apply to the device type are identified in this order and will be part of the codified language for the intravenous catheter force-activated separation device's classification. We are taking this action because we have determined that classifying the device into class II (special controls) will provide a reasonable assurance of safety and effectiveness of the device. We believe this action will also enhance patients' access to beneficial innovative devices.",89 FR 66558, 2024-18267,https://www.federalregister.gov/documents/2024/08/16/2024-18267/medical-devices-general-hospital-and-personal-use-devices-classification-of-the-intravenous-catheter,https://www.govinfo.gov/content/pkg/FR-2024-08-16/pdf/2024-18267.pdf,08/16/2024
Annual Civil Monetary Penalties Inflation Adjustment,Rule,Health and Human Services Department,"The Department of Health and Human Services (HHS) is updating its regulations to reflect required annual inflation-related increases to the civil monetary penalty (CMP) amounts in its statutes and regulations, under the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015.",89 FR 64815, 2024-17466,https://www.federalregister.gov/documents/2024/08/08/2024-17466/annual-civil-monetary-penalties-inflation-adjustment,https://www.govinfo.gov/content/pkg/FR-2024-08-08/pdf/2024-17466.pdf,08/08/2024
Medicare Program; FY 2025 Inpatient Psychiatric Facilities Prospective Payment System-Rate Update,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This final action updates the prospective payment rates, the outlier threshold, and the wage index for Medicare inpatient hospital services provided by Inpatient Psychiatric Facilities (IPF), which include psychiatric hospitals and excluded psychiatric units of an acute care hospital or critical access hospital. This final action also revises the patient-level adjustment factors, the Emergency Department adjustment, and the payment amount for electroconvulsive therapy. These changes will be effective for IPF discharges occurring during the fiscal year (FY) beginning October 1, 2024 through September 30, 2025 (FY 2025). In addition, this final action finalizes the adoption of a new quality measure. It does not finalize modifications to the reporting requirements under the IPF Quality Reporting Program beginning with the FY 2027 payment determination. Furthermore, this final action summarizes comments received through Requests for Information regarding potential future revisions to the IPF PPS facility-level adjustments and regarding the development of a standardized IPF Patient Assessment Instrument.",89 FR 64582, 2024-16909,https://www.federalregister.gov/documents/2024/08/07/2024-16909/medicare-program-fy-2025-inpatient-psychiatric-facilities-prospective-payment-system-rate-update,https://www.govinfo.gov/content/pkg/FR-2024-08-07/pdf/2024-16909.pdf,08/07/2024
"Medicare Program; Changes to the Medicare Advantage and the Medicare Prescription Drug Benefit Program for Contract Year 2024-Remaining Provisions and Contract Year 2025 Policy and Technical Changes to the Medicare Advantage Program, Medicare Prescription Drug Benefit Program, Medicare Cost Plan Program, and Programs of All-Inclusive Care for the Elderly (PACE); Correcting Amendment",Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This document corrects technical and typographical errors in the final rule that appeared in the April 23, 2024 Federal Register titled ""Medicare Program; Changes to the Medicare Advantage and the Medicare Prescription Drug Benefit Program for Contract Year 2024-- Remaining Provisions and Contract Year 2025 Policy and Technical Changes to the Medicare Advantage Program, Medicare Prescription Drug Benefit Program, Medicare Cost Plan Program, and Programs of All- Inclusive Care for the Elderly (PACE)."" The effective date of the final rule was June 3, 2024.",89 FR 63825, 2024-17024,https://www.federalregister.gov/documents/2024/08/06/2024-17024/medicare-program-changes-to-the-medicare-advantage-and-the-medicare-prescription-drug-benefit,https://www.govinfo.gov/content/pkg/FR-2024-08-06/pdf/2024-17024.pdf,08/06/2024
Medicare Program; Prospective Payment System and Consolidated Billing for Skilled Nursing Facilities; Updates to the Quality Reporting Program and Value-Based Purchasing Program for Federal Fiscal Year 2025,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This final rule finalizes changes and updates to the policies and payment rates used under the Skilled Nursing Facility (SNF) Prospective Payment System (PPS) for fiscal year (FY) 2025. First, we are rebasing and revising the SNF market basket to reflect a 2022 base year. Next, we update the wage index used under the SNF PPS to reflect data collected during the most recent decennial census. Additionally, we finalize several technical revisions to the code mappings used to classify patients under the Patient Driven Payment Model (PDPM) to improve payment and coding accuracy. This final rule also updates the requirements for the SNF Quality Reporting Program and the SNF Value- Based Purchasing Program. Finally, we also are revising CMS' enforcement authority for imposing civil money penalties (CMPs) and including revisions to strengthen nursing home enforcement regulations.",89 FR 64048, 2024-16907,https://www.federalregister.gov/documents/2024/08/06/2024-16907/medicare-program-prospective-payment-system-and-consolidated-billing-for-skilled-nursing-facilities,https://www.govinfo.gov/content/pkg/FR-2024-08-06/pdf/2024-16907.pdf,08/06/2024
"Medicare Program; FY 2025 Hospice Wage Index and Payment Rate Update, Hospice Conditions of Participation Updates, and Hospice Quality Reporting Program Requirements",Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This final rule updates the hospice wage index, payment rates, and aggregate cap amount for Fiscal Year (FY) 2025. This rule also adopts the most recent Office of Management and Budget statistical area delineations, which will impact the hospice wage index. This rule clarifies current policy related to the ""election statement"" and the ""notice of election"", as well as adds clarifying language regarding hospice certification and includes a technical regulation text change to the Conditions of Participation (CoPs). This rule finalizes changes to the Hospice Quality Reporting Program. Finally, this rule summarizes comments received regarding potential implementation of a separate payment mechanism to account for high intensity palliative care services.",89 FR 64202, 2024-16910,https://www.federalregister.gov/documents/2024/08/06/2024-16910/medicare-program-fy-2025-hospice-wage-index-and-payment-rate-update-hospice-conditions-of,https://www.govinfo.gov/content/pkg/FR-2024-08-06/pdf/2024-16910.pdf,08/06/2024
Medicare Program; Inpatient Rehabilitation Facility Prospective Payment System for Federal Fiscal Year 2025 and Updates to the IRF Quality Reporting Program,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This final action updates the prospective payment rates for inpatient rehabilitation facilities (IRFs) for Federal fiscal year (FY) 2025. As required by statute, this final action includes the classification and weighting factors for the IRF prospective payment system's case-mix groups and a description of the methodologies and data used in computing the prospective payment rates for FY 2025. We are updating the Office of Management and Budget (OMB) market area delineations for the IRF prospective payment system (PPS) wage index and applying a 3-year phase-out of the rural adjustment. This rule also includes updates for the IRF Quality Reporting Program (QRP).",89 FR 64276, 2024-16911,https://www.federalregister.gov/documents/2024/08/06/2024-16911/medicare-program-inpatient-rehabilitation-facility-prospective-payment-system-for-federal-fiscal,https://www.govinfo.gov/content/pkg/FR-2024-08-06/pdf/2024-16911.pdf,08/06/2024
Control of Communicable Diseases; Foreign Quarantine: Importation of Dogs and Cats; Correction,Rule,Health and Human Services Department,"The Centers for Disease Control and Prevention (CDC) in the Department of Health and Human Services (HHS) announces a technical correction to the final rule published on May 13, 2024, regarding the importation of dogs and cats into the United States. The final rule contained a technical error. HHS/CDC is therefore publishing this amendment to the final rule correcting an error in amending instructions to the Office of the Federal Register.",89 FR 61029, 2024-16681,https://www.federalregister.gov/documents/2024/07/30/2024-16681/control-of-communicable-diseases-foreign-quarantine-importation-of-dogs-and-cats-correction,https://www.govinfo.gov/content/pkg/FR-2024-07-30/pdf/2024-16681.pdf,07/30/2024
Blood Pressure and Pulse Donor Eligibility Requirements: Compliance Policy; Guidance for Industry; Availability,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or Agency) is announcing the availability of a final guidance entitled ""Blood Pressure and Pulse Donor Eligibility Requirements: Compliance Policy; Guidance for Industry."" The guidance document addresses certain regulatory requirements for determining donor eligibility that apply to blood establishments that collect blood and blood components for transfusion or for further manufacturing use, including Source Plasma. In a final rule dated May 22, 2015, FDA amended the regulations applicable to blood establishments for determining donor eligibility and testing blood and blood components. The revised requirements were implemented in order to assure the safety of the blood supply and to protect donor health. This guidance finalizes the draft guidance entitled ""Blood Pressure and Pulse Donor Eligibility Requirements: Compliance Policy; Draft Guidance for Industry"" issued on May 24, 2022.",89 FR 58274, 2024-15228,https://www.federalregister.gov/documents/2024/07/18/2024-15228/blood-pressure-and-pulse-donor-eligibility-requirements-compliance-policy-guidance-for-industry,https://www.govinfo.gov/content/pkg/FR-2024-07-18/pdf/2024-15228.pdf,07/18/2024
Medicare Program; Alternative Payment Model (APM) Incentive Payment Advisory for Clinicians-Request for Current Billing Information for Qualifying APM Participants,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,This advisory is to alert certain clinicians who are Qualifying APM participants (QPs) and have earned an Alternative Payment Model (APM) Incentive Payment that CMS does not have the current information needed to disburse the payment. This advisory provides information to QPs on how to update their Medicare billing information so that CMS can disburse APM Incentive Payments.,89 FR 58071, 2024-15644,https://www.federalregister.gov/documents/2024/07/17/2024-15644/medicare-program-alternative-payment-model-apm-incentive-payment-advisory-for-clinicians-request-for,https://www.govinfo.gov/content/pkg/FR-2024-07-17/pdf/2024-15644.pdf,07/17/2024
Advisory Committee; Allergenic Products Advisory Committee; Termination; Removal From List of Standing Committees,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or Agency) is announcing the termination of the Allergenic Products Advisory Committee, Center for Biologics Evaluation and Research. This document announces the reasons for termination and removes the Allergenic Products Advisory Committee from the Agency's list of standing advisory committees.",89 FR 56662, 2024-15136,https://www.federalregister.gov/documents/2024/07/10/2024-15136/advisory-committee-allergenic-products-advisory-committee-termination-removal-from-list-of-standing,https://www.govinfo.gov/content/pkg/FR-2024-07-10/pdf/2024-15136.pdf,07/10/2024
Revocation of Authorization for Use of Brominated Vegetable Oil in Food,Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or we) is amending our regulations to revoke the authorization for the use of brominated vegetable oil (BVO) in food. This action is being taken because there is no longer a reasonable certainty of no harm from the continued use of BVO in food. Specifically, the final rule revokes the authorization for the use of BVO as a food ingredient intended to stabilize flavoring oils in fruit-flavored beverages. There are no authorizations for other uses of BVO in food.",89 FR 55040, 2024-14300,https://www.federalregister.gov/documents/2024/07/03/2024-14300/revocation-of-authorization-for-use-of-brominated-vegetable-oil-in-food,https://www.govinfo.gov/content/pkg/FR-2024-07-03/pdf/2024-14300.pdf,07/03/2024
21st Century Cures Act: Establishment of Disincentives for Health Care Providers That Have Committed Information Blocking,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services; Office of the Secretary,"This final rule implements the provision of the 21st Century Cures Act specifying that a health care provider determined by the HHS Inspector General to have committed information blocking shall be referred to the appropriate agency to be subject to appropriate disincentives set forth through notice and comment rulemaking. This rulemaking establishes, for certain health care providers, a set of appropriate disincentives using authorities under applicable Federal law.",89 FR 54662, 2024-13793,https://www.federalregister.gov/documents/2024/07/01/2024-13793/21st-century-cures-act-establishment-of-disincentives-for-health-care-providers-that-have-committed,https://www.govinfo.gov/content/pkg/FR-2024-07-01/pdf/2024-13793.pdf,07/01/2024
Temporary Assistance for Needy Families Work Outcomes Measures,Rule,Health and Human Services Department; Children and Families Administration,This interim final rule modifies ACF regulations in order to implement the statutory changes enacted by section 304 of the Fiscal Responsibility Act of 2023 (FRA) related to the reporting of work outcomes under the Temporary Assistance for Needy Families (TANF) program. ACF is promulgating this rule as an interim final rule to ensure states and territories have sufficient time to comply with data collection for fiscal year 2025.,89 FR 53870, 2024-13865,https://www.federalregister.gov/documents/2024/06/28/2024-13865/temporary-assistance-for-needy-families-work-outcomes-measures,https://www.govinfo.gov/content/pkg/FR-2024-06-28/pdf/2024-13865.pdf,06/28/2024
Medicaid Program; Ensuring Access to Medicaid Services; Correction,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This document corrects technical and typographical errors in the final rule that appeared in the May 10, 2024 Federal Register, entitled ""Medicaid Program; Ensuring Access to Medicaid Services (referred to hereafter as the ""Access final rule""). The effective date of the Access final rule is July 9, 2024.",89 FR 53497, 2024-14030,https://www.federalregister.gov/documents/2024/06/27/2024-14030/medicaid-program-ensuring-access-to-medicaid-services-correction,https://www.govinfo.gov/content/pkg/FR-2024-06-27/pdf/2024-14030.pdf,06/27/2024
